CITY_ASCII,WEATHER,TEMPERATURE,VISIBILITY,HUMIDITY,WIND_SPEED,SEASONS,HOURS,FORECASTDATETIME,LABEL,DETAILED_LABEL
London,Clouds,7.76,10000,73,3.83,SPRING,3,2025-04-06 03:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  7.76  °C </br> Visibility:  10000  m </br> Humidity:  73  % </br> Wind Speed:  3.83  m/s </br> Datetime:  2025-04-06 03:00:00  </br>
London,Clouds,7,10000,76,3.98,SPRING,6,2025-04-06 06:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  7  °C </br> Visibility:  10000  m </br> Humidity:  76  % </br> Wind Speed:  3.98  m/s </br> Datetime:  2025-04-06 06:00:00  </br>
London,Clouds,11.12,10000,56,4.94,SPRING,9,2025-04-06 09:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  11.12  °C </br> Visibility:  10000  m </br> Humidity:  56  % </br> Wind Speed:  4.94  m/s </br> Datetime:  2025-04-06 09:00:00  </br>
London,Clouds,13.93,10000,39,5.2,SPRING,12,2025-04-06 12:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  13.93  °C </br> Visibility:  10000  m </br> Humidity:  39  % </br> Wind Speed:  5.2  m/s </br> Datetime:  2025-04-06 12:00:00  </br>
London,Clouds,13.73,10000,36,4.7,SPRING,15,2025-04-06 15:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  13.73  °C </br> Visibility:  10000  m </br> Humidity:  36  % </br> Wind Speed:  4.7  m/s </br> Datetime:  2025-04-06 15:00:00  </br>
London,Clouds,10.87,10000,41,4.2,SPRING,18,2025-04-06 18:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  10.87  °C </br> Visibility:  10000  m </br> Humidity:  41  % </br> Wind Speed:  4.2  m/s </br> Datetime:  2025-04-06 18:00:00  </br>
London,Clouds,8.56,10000,55,3.17,SPRING,21,2025-04-06 21:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  8.56  °C </br> Visibility:  10000  m </br> Humidity:  55  % </br> Wind Speed:  3.17  m/s </br> Datetime:  2025-04-06 21:00:00  </br>
London,Clouds,7.6,10000,66,2.17,SPRING,0,2025-04-07 00:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  7.6  °C </br> Visibility:  10000  m </br> Humidity:  66  % </br> Wind Speed:  2.17  m/s </br> Datetime:  2025-04-07 00:00:00  </br>
London,Clouds,6.58,10000,72,1.95,SPRING,3,2025-04-07 03:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  6.58  °C </br> Visibility:  10000  m </br> Humidity:  72  % </br> Wind Speed:  1.95  m/s </br> Datetime:  2025-04-07 03:00:00  </br>
London,Clouds,6.17,10000,71,1.64,SPRING,6,2025-04-07 06:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  6.17  °C </br> Visibility:  10000  m </br> Humidity:  71  % </br> Wind Speed:  1.64  m/s </br> Datetime:  2025-04-07 06:00:00  </br>
Suzhou,Clouds,20.8,10000,34,5,SPRING,9,2025-04-02 09:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  20.8  °C </br> Visibility:  10000  m </br> Humidity:  34  % </br> Wind Speed:  5  m/s </br> Datetime:  2025-04-02 09:00:00  </br>
Suzhou,Clouds,14.68,10000,49,5,SPRING,12,2025-04-02 12:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  14.68  °C </br> Visibility:  10000  m </br> Humidity:  49  % </br> Wind Speed:  5  m/s </br> Datetime:  2025-04-02 12:00:00  </br>
Suzhou,Clouds,9.21,10000,68,3.04,SPRING,15,2025-04-02 15:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  9.21  °C </br> Visibility:  10000  m </br> Humidity:  68  % </br> Wind Speed:  3.04  m/s </br> Datetime:  2025-04-02 15:00:00  </br>
Suzhou,Clouds,7.74,10000,74,0.57,SPRING,18,2025-04-02 18:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  7.74  °C </br> Visibility:  10000  m </br> Humidity:  74  % </br> Wind Speed:  0.57  m/s </br> Datetime:  2025-04-02 18:00:00  </br>
Suzhou,Clouds,6.73,10000,70,0.91,SPRING,21,2025-04-02 21:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  6.73  °C </br> Visibility:  10000  m </br> Humidity:  70  % </br> Wind Speed:  0.91  m/s </br> Datetime:  2025-04-02 21:00:00  </br>
Suzhou,Clouds,11.62,10000,46,1.84,SPRING,0,2025-04-03 00:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  11.62  °C </br> Visibility:  10000  m </br> Humidity:  46  % </br> Wind Speed:  1.84  m/s </br> Datetime:  2025-04-03 00:00:00  </br>
Suzhou,Clouds,17.7,10000,26,0.69,SPRING,3,2025-04-03 03:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  17.7  °C </br> Visibility:  10000  m </br> Humidity:  26  % </br> Wind Speed:  0.69  m/s </br> Datetime:  2025-04-03 03:00:00  </br>
Suzhou,Clouds,19.6,10000,22,1.34,SPRING,6,2025-04-03 06:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  19.6  °C </br> Visibility:  10000  m </br> Humidity:  22  % </br> Wind Speed:  1.34  m/s </br> Datetime:  2025-04-03 06:00:00  </br>
Suzhou,Clear,18.13,10000,27,1.88,SPRING,9,2025-04-03 09:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  18.13  °C </br> Visibility:  10000  m </br> Humidity:  27  % </br> Wind Speed:  1.88  m/s </br> Datetime:  2025-04-03 09:00:00  </br>
Suzhou,Clear,10.56,10000,56,3.92,SPRING,12,2025-04-03 12:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  10.56  °C </br> Visibility:  10000  m </br> Humidity:  56  % </br> Wind Speed:  3.92  m/s </br> Datetime:  2025-04-03 12:00:00  </br>
Suzhou,Clear,9.09,10000,60,3.08,SPRING,15,2025-04-03 15:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  9.09  °C </br> Visibility:  10000  m </br> Humidity:  60  % </br> Wind Speed:  3.08  m/s </br> Datetime:  2025-04-03 15:00:00  </br>
Suzhou,Clouds,8.05,10000,67,2.82,SPRING,18,2025-04-03 18:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  8.05  °C </br> Visibility:  10000  m </br> Humidity:  67  % </br> Wind Speed:  2.82  m/s </br> Datetime:  2025-04-03 18:00:00  </br>
Suzhou,Clear,7.38,10000,70,2.71,SPRING,21,2025-04-03 21:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  7.38  °C </br> Visibility:  10000  m </br> Humidity:  70  % </br> Wind Speed:  2.71  m/s </br> Datetime:  2025-04-03 21:00:00  </br>
Suzhou,Clouds,11.92,10000,54,4.2,SPRING,0,2025-04-04 00:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  11.92  °C </br> Visibility:  10000  m </br> Humidity:  54  % </br> Wind Speed:  4.2  m/s </br> Datetime:  2025-04-04 00:00:00  </br>
Suzhou,Clouds,19.05,10000,35,4.62,SPRING,3,2025-04-04 03:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  19.05  °C </br> Visibility:  10000  m </br> Humidity:  35  % </br> Wind Speed:  4.62  m/s </br> Datetime:  2025-04-04 03:00:00  </br>
Suzhou,Clouds,20.7,10000,35,4.44,SPRING,6,2025-04-04 06:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  20.7  °C </br> Visibility:  10000  m </br> Humidity:  35  % </br> Wind Speed:  4.44  m/s </br> Datetime:  2025-04-04 06:00:00  </br>
Suzhou,Clouds,16.85,10000,50,4.48,SPRING,9,2025-04-04 09:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  16.85  °C </br> Visibility:  10000  m </br> Humidity:  50  % </br> Wind Speed:  4.48  m/s </br> Datetime:  2025-04-04 09:00:00  </br>
Suzhou,Clouds,12.9,10000,66,3.42,SPRING,12,2025-04-04 12:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  12.9  °C </br> Visibility:  10000  m </br> Humidity:  66  % </br> Wind Speed:  3.42  m/s </br> Datetime:  2025-04-04 12:00:00  </br>
Suzhou,Clouds,12.14,10000,72,2.4,SPRING,15,2025-04-04 15:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  12.14  °C </br> Visibility:  10000  m </br> Humidity:  72  % </br> Wind Speed:  2.4  m/s </br> Datetime:  2025-04-04 15:00:00  </br>
Suzhou,Clouds,12.75,10000,73,1.96,SPRING,18,2025-04-04 18:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  12.75  °C </br> Visibility:  10000  m </br> Humidity:  73  % </br> Wind Speed:  1.96  m/s </br> Datetime:  2025-04-04 18:00:00  </br>
Suzhou,Clouds,13.8,10000,69,2.7,SPRING,21,2025-04-04 21:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  13.8  °C </br> Visibility:  10000  m </br> Humidity:  69  % </br> Wind Speed:  2.7  m/s </br> Datetime:  2025-04-04 21:00:00  </br>
Suzhou,Clouds,17.18,10000,65,3.3,SPRING,0,2025-04-05 00:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  17.18  °C </br> Visibility:  10000  m </br> Humidity:  65  % </br> Wind Speed:  3.3  m/s </br> Datetime:  2025-04-05 00:00:00  </br>
Suzhou,Clouds,20.93,10000,48,3.96,SPRING,3,2025-04-05 03:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  20.93  °C </br> Visibility:  10000  m </br> Humidity:  48  % </br> Wind Speed:  3.96  m/s </br> Datetime:  2025-04-05 03:00:00  </br>
Suzhou,Clouds,22.95,10000,37,4.57,SPRING,6,2025-04-05 06:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  22.95  °C </br> Visibility:  10000  m </br> Humidity:  37  % </br> Wind Speed:  4.57  m/s </br> Datetime:  2025-04-05 06:00:00  </br>
Suzhou,Clouds,19.6,10000,40,4.57,SPRING,9,2025-04-05 09:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  19.6  °C </br> Visibility:  10000  m </br> Humidity:  40  % </br> Wind Speed:  4.57  m/s </br> Datetime:  2025-04-05 09:00:00  </br>
Suzhou,Clouds,13.48,10000,37,2.87,SPRING,12,2025-04-05 12:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  13.48  °C </br> Visibility:  10000  m </br> Humidity:  37  % </br> Wind Speed:  2.87  m/s </br> Datetime:  2025-04-05 12:00:00  </br>
Suzhou,Clouds,11.1,10000,36,2.56,SPRING,15,2025-04-05 15:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  11.1  °C </br> Visibility:  10000  m </br> Humidity:  36  % </br> Wind Speed:  2.56  m/s </br> Datetime:  2025-04-05 15:00:00  </br>
Suzhou,Clouds,9.82,10000,43,2.25,SPRING,18,2025-04-05 18:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  9.82  °C </br> Visibility:  10000  m </br> Humidity:  43  % </br> Wind Speed:  2.25  m/s </br> Datetime:  2025-04-05 18:00:00  </br>
Suzhou,Clouds,8.84,10000,44,2.39,SPRING,21,2025-04-05 21:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  8.84  °C </br> Visibility:  10000  m </br> Humidity:  44  % </br> Wind Speed:  2.39  m/s </br> Datetime:  2025-04-05 21:00:00  </br>
Suzhou,Clouds,14.39,10000,49,3.63,SPRING,0,2025-04-06 00:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  14.39  °C </br> Visibility:  10000  m </br> Humidity:  49  % </br> Wind Speed:  3.63  m/s </br> Datetime:  2025-04-06 00:00:00  </br>
Suzhou,Clear,21.83,10000,43,3.86,SPRING,3,2025-04-06 03:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  21.83  °C </br> Visibility:  10000  m </br> Humidity:  43  % </br> Wind Speed:  3.86  m/s </br> Datetime:  2025-04-06 03:00:00  </br>
Suzhou,Clear,24.62,10000,27,3.57,SPRING,6,2025-04-06 06:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  24.62  °C </br> Visibility:  10000  m </br> Humidity:  27  % </br> Wind Speed:  3.57  m/s </br> Datetime:  2025-04-06 06:00:00  </br>
Suzhou,Clear,24.18,10000,32,1.26,SPRING,9,2025-04-06 09:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  24.18  °C </br> Visibility:  10000  m </br> Humidity:  32  % </br> Wind Speed:  1.26  m/s </br> Datetime:  2025-04-06 09:00:00  </br>
Suzhou,Clear,15.97,10000,68,3.7,SPRING,12,2025-04-06 12:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clear </b></br> Temperature:  15.97  °C </br> Visibility:  10000  m </br> Humidity:  68  % </br> Wind Speed:  3.7  m/s </br> Datetime:  2025-04-06 12:00:00  </br>
Suzhou,Clouds,14.5,10000,72,2.8,SPRING,15,2025-04-06 15:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  14.5  °C </br> Visibility:  10000  m </br> Humidity:  72  % </br> Wind Speed:  2.8  m/s </br> Datetime:  2025-04-06 15:00:00  </br>
Suzhou,Clouds,13.55,10000,79,2.02,SPRING,18,2025-04-06 18:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  13.55  °C </br> Visibility:  10000  m </br> Humidity:  79  % </br> Wind Speed:  2.02  m/s </br> Datetime:  2025-04-06 18:00:00  </br>
Suzhou,Clouds,13.6,10000,79,2.38,SPRING,21,2025-04-06 21:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  13.6  °C </br> Visibility:  10000  m </br> Humidity:  79  % </br> Wind Speed:  2.38  m/s </br> Datetime:  2025-04-06 21:00:00  </br>
Suzhou,Clouds,19.13,10000,58,1.95,SPRING,0,2025-04-07 00:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  19.13  °C </br> Visibility:  10000  m </br> Humidity:  58  % </br> Wind Speed:  1.95  m/s </br> Datetime:  2025-04-07 00:00:00  </br>
Suzhou,Clouds,25.98,10000,36,2.46,SPRING,3,2025-04-07 03:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  25.98  °C </br> Visibility:  10000  m </br> Humidity:  36  % </br> Wind Speed:  2.46  m/s </br> Datetime:  2025-04-07 03:00:00  </br>
Suzhou,Clouds,27.63,10000,27,3.56,SPRING,6,2025-04-07 06:00:00,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Suzhou </a></b> </br> <b> Clouds </b></br> Temperature:  27.63  °C </br> Visibility:  10000  m </br> Humidity:  27  % </br> Wind Speed:  3.56  m/s </br> Datetime:  2025-04-07 06:00:00  </br>
